A1JWTZBWWW5BUD	B00YFEEJ6I	2.0	1479686400.0
A1JWTZBWWW5BUD	B005OXL3PE	1.0	1449878400.0
A1JWTZBWWW5BUD	B00EDJ2LFQ	4.0	1449878400.0
A1JWTZBWWW5BUD	B01CUPYHDI	3.0	1500249600.0
A1JWTZBWWW5BUD	B00PTZ9Q4C	2.0	1487030400.0
A1JWTZBWWW5BUD	B00V3MMY2Q	3.0	1500249600.0
A1JWTZBWWW5BUD	B01B71JLDW	3.0	1508976000.0
A1JWTZBWWW5BUD	B01CZGQPJ6	2.0	1503100800.0
A1JWTZBWWW5BUD	B01BZ49XXY	2.0	1479686400.0
A1JWTZBWWW5BUD	B00I8S7B7G	3.0	1479686400.0
A1JWTZBWWW5BUD	B00E0EYPI0	2.0	1487030400.0
A1JWTZBWWW5BUD	B008VPU1YG	2.0	1521504000.0
A1JWTZBWWW5BUD	B005BJI3OA	2.0	1508976000.0
A1JWTZBWWW5BUD	B000PTPTIY	3.0	1500249600.0
A1JWTZBWWW5BUD	B00YXXN494	1.0	1479686400.0
A1JWTZBWWW5BUD	B00R2DQAOS	2.0	1487030400.0
A1JWTZBWWW5BUD	B00DVDG76O	1.0	1521504000.0
AVU1ILDDYW301	B015X0CIT2	4.0	1517097600.0
AVU1ILDDYW301	B00RYLDKS2	4.0	1443830400.0
AVU1ILDDYW301	B010PKQ1BG	5.0	1469923200.0
AVU1ILDDYW301	B003MPAKLO	5.0	1469836800.0
AVU1ILDDYW301	B01FN87DE4	4.0	1505001600.0
AVU1ILDDYW301	B00QSXNOJC	4.0	1481932800.0
AVU1ILDDYW301	B013QLZPKE	2.0	1444176000.0
AVU1ILDDYW301	B011TVYMTI	5.0	1493683200.0
AVU1ILDDYW301	B00RYLABZM	4.0	1443830400.0
AVU1ILDDYW301	B01AOXGK2Y	3.0	1480723200.0
AVU1ILDDYW301	B00XC09WJK	5.0	1490659200.0
AVU1ILDDYW301	B007QBEV6U	3.0	1475020800.0
AVU1ILDDYW301	B01H43IIDG	4.0	1475366400.0
AVU1ILDDYW301	B00FS5DAZO	5.0	1475107200.0
AVU1ILDDYW301	B01H43L1KS	4.0	1493164800.0
AVU1ILDDYW301	B00CDBUC98	4.0	1486512000.0
AVU1ILDDYW301	B000B8JIFE	5.0	1450224000.0
AVU1ILDDYW301	B01H439QI2	3.0	1476230400.0
AVU1ILDDYW301	B01445IEQS	3.0	1444867200.0
AVU1ILDDYW301	B01H43C09Y	5.0	1494201600.0
AVU1ILDDYW301	B01H19NE6E	5.0	1534550400.0
AVU1ILDDYW301	B00ZDH6ZOU	5.0	1529280000.0
AVU1ILDDYW301	B01H2BXZQA	4.0	1495843200.0
AVU1ILDDYW301	B001CJ8GK4	4.0	1476057600.0
AVU1ILDDYW301	B0074UMGZG	4.0	1474761600.0
AVU1ILDDYW301	B01H43FAEQ	4.0	1475366400.0
AVU1ILDDYW301	B00RYLB2WI	4.0	1443830400.0
AVU1ILDDYW301	B010F333L4	3.0	1440115200.0
AVU1ILDDYW301	B00S9XAHD0	4.0	1496188800.0
AVU1ILDDYW301	B01ELH0P7A	4.0	1516233600.0
AVU1ILDDYW301	B010RZW974	5.0	1469836800.0
AVU1ILDDYW301	B011SQFZ6I	5.0	1515888000.0
AVU1ILDDYW301	B0015ZD6SM	5.0	1475366400.0
AVU1ILDDYW301	B0064D8CEI	5.0	1472256000.0
AVU1ILDDYW301	B0193H249A	4.0	1474761600.0
AVU1ILDDYW301	B01FN6HWFQ	4.0	1489968000.0
A2D6BKZ15KJAB3	B0196C1W18	3.0	1476230400.0
A2D6BKZ15KJAB3	B01F2MI8QI	3.0	1473033600.0
A2D6BKZ15KJAB3	B014H3NKQQ	3.0	1474070400.0
A2D6BKZ15KJAB3	B01AC7VQ1C	4.0	1474070400.0
A2D6BKZ15KJAB3	B001AEBD92	5.0	1463011200.0
A2D6BKZ15KJAB3	B01AKBFMZ6	4.0	1469318400.0
A2D6BKZ15KJAB3	B01879ZGYU	5.0	1468972800.0
A2D6BKZ15KJAB3	B0018RR0SY	5.0	1472688000.0
A2D6BKZ15KJAB3	B004XJR4HQ	4.0	1468972800.0
A2D6BKZ15KJAB3	B0131JMWTS	5.0	1472688000.0
A2D6BKZ15KJAB3	B016LROKYC	4.0	1476230400.0
A2D6BKZ15KJAB3	B014F4GFBY	5.0	1472688000.0
A2D6BKZ15KJAB3	B00NSGDV0O	5.0	1457913600.0
A2D6BKZ15KJAB3	B01CPQR1GM	5.0	1472688000.0
A2D6BKZ15KJAB3	B0006U695E	5.0	1463011200.0
A2J0JML7SW4PG5	B00BZ5SNOY	1.0	1437523200.0
A2J0JML7SW4PG5	B0100WJDIM	5.0	1441324800.0
A2J0JML7SW4PG5	B000UVGLHU	5.0	1438300800.0
A2J0JML7SW4PG5	B00LIPUPVK	4.0	1461110400.0
A2J0JML7SW4PG5	B001AH6UWY	5.0	1412640000.0
A2J0JML7SW4PG5	B003DRYS78	4.0	1456272000.0
A13U0PCX6DVOUB	B01GQHIOWQ	5.0	1488412800.0
A13U0PCX6DVOUB	B00M47ZUCA	4.0	1484784000.0
A13U0PCX6DVOUB	B01GUC8HH4	5.0	1482451200.0
A13U0PCX6DVOUB	B01FLQ3CP2	3.0	1487808000.0
A13U0PCX6DVOUB	B01F4MTCZW	3.0	1497571200.0
A13U0PCX6DVOUB	B0106J6DTG	4.0	1505174400.0
A13U0PCX6DVOUB	B00X51GLF4	4.0	1480291200.0
A13U0PCX6DVOUB	B01FLPI45Q	4.0	1510790400.0
A13U0PCX6DVOUB	B014FY8EKY	3.0	1454630400.0
A13U0PCX6DVOUB	B01CU1A98Y	5.0	1482624000.0
A13U0PCX6DVOUB	B01FX0T070	5.0	1513036800.0
A13U0PCX6DVOUB	B00XKY9SEW	4.0	1511049600.0
A2AGUIRQZHZK7K	B000MUP69I	5.0	1412899200.0
A2AGUIRQZHZK7K	B003D3OBTW	5.0	1395532800.0
A2AGUIRQZHZK7K	B0018OPCM8	5.0	1412899200.0
A2AGUIRQZHZK7K	B000N3Q6S4	5.0	1412899200.0
A2AGUIRQZHZK7K	B000I6PLI2	4.0	1403049600.0
A2AGUIRQZHZK7K	B000MXIMKK	5.0	1412899200.0
A2AGUIRQZHZK7K	B00JP1FO24	5.0	1449014400.0
A5YTGBQJ6Z2EO	B0013E73N4	4.0	1421193600.0
A5YTGBQJ6Z2EO	B00BJM5LN4	4.0	1509840000.0
A5YTGBQJ6Z2EO	B00A4KBAAK	5.0	1402617600.0
A5YTGBQJ6Z2EO	B00IO9H7GY	5.0	1509840000.0
A5YTGBQJ6Z2EO	B000XJOAN6	3.0	1353456000.0
A5YTGBQJ6Z2EO	B00VTV7QHY	5.0	1509840000.0
A5YTGBQJ6Z2EO	B0052SCMJW	5.0	1452729600.0
A5YTGBQJ6Z2EO	B00MY5UEZK	5.0	1421193600.0
A1QJEI2S15711P	B018N706SW	5.0	1478908800.0
A1QJEI2S15711P	B0199V6YD2	1.0	1488153600.0
A1QJEI2S15711P	B003KGAPYC	2.0	1336780800.0
A1QJEI2S15711P	B000YXC2LI	2.0	1487980800.0
A1QJEI2S15711P	B0018OMIMK	1.0	1356998400.0
A1QJEI2S15711P	B001AE866A	3.0	1506816000.0
A1QJEI2S15711P	B000J4Y9YA	5.0	1485561600.0
A1QJEI2S15711P	B001QOE6EU	3.0	1484611200.0
AHPV7AFXYQOOA	B00W46EP6S	3.0	1523491200.0
AHPV7AFXYQOOA	B00HQ4KULM	5.0	1528329600.0
AHPV7AFXYQOOA	B019REC7I2	5.0	1524441600.0
AHPV7AFXYQOOA	B00IMOKS44	5.0	1508803200.0
AHPV7AFXYQOOA	B00NQY20W8	5.0	1497830400.0
AHPV7AFXYQOOA	B009L55BKO	3.0	1497830400.0
AHPV7AFXYQOOA	B01FUP1R42	2.0	1530403200.0
AHPV7AFXYQOOA	B018F073HO	5.0	1523404800.0
AHPV7AFXYQOOA	B00XKXI3WG	4.0	1523404800.0
A3AQJD8NWDRQP9	B00FX9ZIPK	5.0	1450569600.0
A3AQJD8NWDRQP9	B00TFY1IMQ	5.0	1438819200.0
A3AQJD8NWDRQP9	B00J6FL1I0	5.0	1474416000.0
A3AQJD8NWDRQP9	B00ED8JV1Y	5.0	1429747200.0
A3AQJD8NWDRQP9	B00DU0OBKM	3.0	1453766400.0
A3AQJD8NWDRQP9	B000Z8BO3O	5.0	1425686400.0
A3AQJD8NWDRQP9	B00NLNIV9K	5.0	1460073600.0
A3AQJD8NWDRQP9	B00R6IWD4K	5.0	1450483200.0
A3AQJD8NWDRQP9	B001AQ4AFY	5.0	1441584000.0
A3AQJD8NWDRQP9	B00EUHCPPM	5.0	1448841600.0
A3AQJD8NWDRQP9	B00EVB8HE0	5.0	1434585600.0
A3AQJD8NWDRQP9	B00HTADSM6	5.0	1450483200.0
A3AQJD8NWDRQP9	B00M8MS5X2	5.0	1431820800.0
A3AQJD8NWDRQP9	B00KPU1CDY	5.0	1444780800.0
A3AQJD8NWDRQP9	B00NUDVBTS	5.0	1434585600.0
A3AQJD8NWDRQP9	B012Y1HMEO	5.0	1460073600.0
A3AQJD8NWDRQP9	B0101HJY3U	5.0	1466380800.0
A3AQJD8NWDRQP9	B00EJRMEPE	5.0	1466380800.0
A3AQJD8NWDRQP9	B00XLS1QXS	5.0	1460073600.0
A1RSWM058W7SRB	B013QIDAEU	5.0	1467158400.0
A1RSWM058W7SRB	B0058Z0XJ0	5.0	1446076800.0
A1RSWM058W7SRB	B00Z01XRFY	5.0	1467158400.0
A1RSWM058W7SRB	B0018OFTFI	5.0	1480464000.0
A1RSWM058W7SRB	B01EBXAZ06	5.0	1526428800.0
A1RSWM058W7SRB	B00RY7WQH2	5.0	1467158400.0
A1RSWM058W7SRB	B000X1CD9W	5.0	1447977600.0
A1RSWM058W7SRB	B00L1RBRV2	5.0	1529884800.0
A1RSWM058W7SRB	B0000DYKET	5.0	1512950400.0
A167KI3P7XN1AM	B00N4Y75ES	5.0	1470787200.0
A167KI3P7XN1AM	B00K63N7WO	5.0	1449705600.0
A167KI3P7XN1AM	B001UTP3FC	5.0	1484179200.0
A167KI3P7XN1AM	B00XKXYLYK	5.0	1455408000.0
A167KI3P7XN1AM	B010R9574M	5.0	1473465600.0
A167KI3P7XN1AM	B0019CEOY6	4.0	1452211200.0
A4OQK6ZZ8Z6LU	B00006XXGO	5.0	1491868800.0
A4OQK6ZZ8Z6LU	B004OVD0OO	5.0	1453593600.0
A4OQK6ZZ8Z6LU	B00WRGPHY4	5.0	1491868800.0
A4OQK6ZZ8Z6LU	B00STBRT9M	5.0	1491868800.0
A4OQK6ZZ8Z6LU	B00VJOT0CK	5.0	1491868800.0
A4OQK6ZZ8Z6LU	B0074COKGM	5.0	1453593600.0
A2ZGA89FE61NFO	B00AOB8H6O	5.0	1414108800.0
A2ZGA89FE61NFO	B00T5C26WO	5.0	1466121600.0
A2ZGA89FE61NFO	B00BWIKFHW	5.0	1380240000.0
A2ZGA89FE61NFO	B009OLC98M	5.0	1402963200.0
A2ZGA89FE61NFO	B00B9JK4QG	5.0	1411516800.0
A2ZGA89FE61NFO	B00C7BEJ6G	4.0	1382313600.0
A2ZGA89FE61NFO	B005SW8GDI	4.0	1383696000.0
A2ZGA89FE61NFO	B00RSEDIXM	5.0	1440288000.0
A2ZGA89FE61NFO	B00EC41H52	3.0	1422748800.0
A2ZGA89FE61NFO	B004U7GPXA	4.0	1437696000.0
A2ZGA89FE61NFO	B00CHYBERA	5.0	1380844800.0
A2ZGA89FE61NFO	B005YLOF2O	4.0	1383523200.0
A2ZGA89FE61NFO	B00BYYL9II	4.0	1372896000.0
A2ZGA89FE61NFO	B000798IGC	4.0	1319673600.0
A2ZGA89FE61NFO	B01CUKKEVW	5.0	1528588800.0
A2ZGA89FE61NFO	B00AA6NY48	3.0	1387152000.0
A2ZGA89FE61NFO	B00DPLG93I	5.0	1414108800.0
A2ZGA89FE61NFO	B00T5C1SIC	5.0	1441584000.0
A2ZGA89FE61NFO	B00BWIJY1K	5.0	1380240000.0
A1OHGTCVHLT1ER	B0085M1C98	5.0	1503273600.0
A1OHGTCVHLT1ER	B000NC3GN8	5.0	1482278400.0
A1OHGTCVHLT1ER	B00PZA7Z12	5.0	1484524800.0
A1OHGTCVHLT1ER	B00BPQTOQO	5.0	1482278400.0
A1OHGTCVHLT1ER	B0018OMGW2	5.0	1484524800.0
A1OHGTCVHLT1ER	B014HIHTOA	5.0	1476230400.0
A1OHGTCVHLT1ER	B00NU8ELKO	5.0	1463097600.0
A1OHGTCVHLT1ER	B000HTICY0	5.0	1500336000.0
A1OHGTCVHLT1ER	B012GZLJGU	5.0	1514332800.0
A1OHGTCVHLT1ER	B0008EOQ4O	5.0	1514332800.0
A1OHGTCVHLT1ER	B00LTEWE8M	1.0	1494460800.0
A3CW2W7DAJ7UX2	B0018OLONE	3.0	1501632000.0
A3CW2W7DAJ7UX2	B01H2UT3SU	5.0	1526601600.0
A3CW2W7DAJ7UX2	B00AOOIDQU	5.0	1501632000.0
A3CW2W7DAJ7UX2	B007QYQXB8	5.0	1501632000.0
A3CW2W7DAJ7UX2	B002EENF2A	5.0	1495152000.0
A3CW2W7DAJ7UX2	B01ETFWK1I	5.0	1501632000.0
A3CW2W7DAJ7UX2	B00CAJS326	5.0	1501632000.0
A1NI2R2WW28ZBS	B00M7L7FBM	5.0	1424304000.0
A1NI2R2WW28ZBS	B0029F1X0K	5.0	1459987200.0
A1NI2R2WW28ZBS	B00F9B5L6S	5.0	1459987200.0
A1NI2R2WW28ZBS	B00M8QNE5C	5.0	1423440000.0
A1NI2R2WW28ZBS	B01D4WT6ZU	5.0	1523232000.0
A1NI2R2WW28ZBS	B00LLVQQSW	5.0	1419292800.0
A1NI2R2WW28ZBS	B01G85MHVU	5.0	1517961600.0
A1NI2R2WW28ZBS	B005YNREI4	5.0	1424304000.0
A1NI2R2WW28ZBS	B01H5CGC5M	5.0	1511913600.0
A1NI2R2WW28ZBS	B000P444NA	5.0	1459987200.0
A1OOLS3367Y7M4	B000H2VW2G	5.0	1478476800.0
A1OOLS3367Y7M4	B000MXQ2CU	5.0	1509926400.0
A1OOLS3367Y7M4	B001DNFAOO	5.0	1394409600.0
A1OOLS3367Y7M4	B0071I8PFG	5.0	1392595200.0
A1OOLS3367Y7M4	B008VPS8CI	5.0	1426636800.0
A1OOLS3367Y7M4	B000WTOCS0	5.0	1509926400.0
A1OOLS3367Y7M4	B001B11EV6	5.0	1392076800.0
A1OOLS3367Y7M4	B00JM8MWRK	5.0	1478476800.0
A1C4AE93Y7TSX3	B01G7Z1442	1.0	1496793600.0
A1C4AE93Y7TSX3	B000R4XHQS	4.0	1406764800.0
A1C4AE93Y7TSX3	B000GMH33E	5.0	1475366400.0
A1C4AE93Y7TSX3	B019X2DNLI	3.0	1532476800.0
A1C4AE93Y7TSX3	B000EQR3UU	5.0	1419984000.0
A1C4AE93Y7TSX3	B0188EBPF8	5.0	1473724800.0
A1C4AE93Y7TSX3	B01AO8EQ52	4.0	1471219200.0
A1C4AE93Y7TSX3	B004IM1GHW	5.0	1475366400.0
A1HVDK467UGV9X	B004J4XP4G	5.0	1426809600.0
A1HVDK467UGV9X	B00006XXGO	5.0	1489363200.0
A1HVDK467UGV9X	B000NZKD18	5.0	1489363200.0
A1HVDK467UGV9X	B000O51JMY	5.0	1489363200.0
A1HVDK467UGV9X	B00X8AMIDG	5.0	1489363200.0
A1HVDK467UGV9X	B003F177L6	4.0	1404691200.0
A34MAO138NIMQ4	B00BNR4MKI	5.0	1428883200.0
A34MAO138NIMQ4	B00BCOB3MW	5.0	1388016000.0
A34MAO138NIMQ4	B005MIKNS4	5.0	1442361600.0
A34MAO138NIMQ4	B004W8PZ10	5.0	1445212800.0
A34MAO138NIMQ4	B001862O5O	5.0	1445212800.0
A34MAO138NIMQ4	B000ISXY16	4.0	1479600000.0
A34MAO138NIMQ4	B000UD0T3A	5.0	1442361600.0
A34MAO138NIMQ4	B004COJOFM	5.0	1445212800.0
A34MAO138NIMQ4	B00FYEY52Q	5.0	1442361600.0
A33WOWZKE1SQXD	B00TATIHW0	3.0	1476057600.0
A33WOWZKE1SQXD	B00LGX8TIK	5.0	1454457600.0
A33WOWZKE1SQXD	B00V5ZK0TA	5.0	1473552000.0
A33WOWZKE1SQXD	B00IXSGFZA	5.0	1452988800.0
A33WOWZKE1SQXD	B00ORP0P5O	5.0	1501718400.0
A33WOWZKE1SQXD	B00M1PC8GQ	5.0	1474329600.0
A2EAAM7M6QQ8UL	B00WBHSMOQ	5.0	1471132800.0
A2EAAM7M6QQ8UL	B00VJOT0CK	5.0	1471132800.0
A2EAAM7M6QQ8UL	B01C71FZDQ	4.0	1491264000.0
A2EAAM7M6QQ8UL	B016OT9B8C	5.0	1491264000.0
A2EAAM7M6QQ8UL	B003BMLBKC	5.0	1471132800.0
A2EAAM7M6QQ8UL	B00UI91214	5.0	1471132800.0
A14FBOZPLG6D03	B000NIB81E	5.0	1468281600.0
A14FBOZPLG6D03	B006R8OE7O	4.0	1428883200.0
A14FBOZPLG6D03	B007VSUXCY	4.0	1386806400.0
A14FBOZPLG6D03	B006T70M7E	5.0	1377820800.0
A14FBOZPLG6D03	B005CT1API	4.0	1386806400.0
A14FBOZPLG6D03	B00BBAGCC8	4.0	1441670400.0
A14FBOZPLG6D03	B00BLNYNQW	4.0	1428883200.0
A14FBOZPLG6D03	B00HFY47L2	4.0	1488240000.0
AR74YY08IP2WE	B00B01KQ1G	3.0	1388880000.0
AR74YY08IP2WE	B006WHHR7O	4.0	1446508800.0
AR74YY08IP2WE	B00075ZYTK	3.0	1503273600.0
AR74YY08IP2WE	B00NGK9J8A	4.0	1460592000.0
AR74YY08IP2WE	B00G0N779I	3.0	1529798400.0
AR74YY08IP2WE	B019R0N25I	4.0	1467504000.0
AR74YY08IP2WE	B00AKR3XCU	2.0	1489104000.0
AR74YY08IP2WE	B0057XBD6K	4.0	1473811200.0
AR74YY08IP2WE	B000783XAE	5.0	1426118400.0
A21DT3MLNDE703	B00OD9DZT2	5.0	1489449600.0
A21DT3MLNDE703	B004GB12DI	3.0	1472428800.0
A21DT3MLNDE703	B00DPGSOQS	5.0	1489449600.0
A21DT3MLNDE703	B01AT4LJ38	3.0	1506211200.0
A21DT3MLNDE703	B008S1S3UC	3.0	1458864000.0
A21DT3MLNDE703	B002XSZ24Q	5.0	1506211200.0
A2LTM8MMKE8RRO	B0077BX3GI	5.0	1504915200.0
A2LTM8MMKE8RRO	B01FKZC9EY	4.0	1518134400.0
A2LTM8MMKE8RRO	B00U36B66I	2.0	1459814400.0
A2LTM8MMKE8RRO	B00XUVIPTE	5.0	1473292800.0
A2LTM8MMKE8RRO	B00SRHZIRS	5.0	1504915200.0
A2LTM8MMKE8RRO	B00M59N2PO	5.0	1518134400.0
A2LTM8MMKE8RRO	B000FVALQM	5.0	1518134400.0
A2LTM8MMKE8RRO	B00SVV5PBO	5.0	1445472000.0
A2LTM8MMKE8RRO	B00PW5WSGW	4.0	1445472000.0
ARCCRJCZSGT6B	B0078J8A0I	5.0	1453507200.0
ARCCRJCZSGT6B	B006H9S5QO	4.0	1432857600.0
